token	pos	sem	stanford-token	stanford-pos
.	.	""	.	.
-----	-----	""	-----	CD
DBA	NP1	X2.1 A5.4- A9+ Q2.2 A5.2- A1.1.1 G2.2- X9.2+ G2.1% E3- Z5 I2.1 A5.1+++ A13	DBA	NNP
The	AT	Z5	The	DT
Water	NN1	O1.2 W3/M4 B1 C1%	Water	NN
Soul	NN1	S9 E1 S2mf K2	Soul	NN
,	,	""	,	,
DBA	NP1	Z1mf[i46.2.1 Z3c[i46.2.1	DBA	NNP
Noodle	NP1	Z1mf[i46.2.2 Z3c[i46.2.2	Noodle	NNP
Mon	NPD1	T1.3	Mon	NN
with	IW	Z5	with	IN
their	APPGE	Z8	their	PRP$
floating	JJ	M1 T2+ I2.2	floating	VBG
things	NN2	O2 X4.1 A7- S2mf L2mf	things	NNS
Summer	NNT1	T1.3	Summer	NN
is	VBZ	Z5 A3+	is	VBZ
getting	VVG	A9+ Z5 X9.2+ A2.1+ A2.2 M1 M2 X2.5+ E4.1-	getting	VBG
closer	RRR	N3.3-- A4.2++ S5++ S1.1.3++ A6.1++ E2++ W4	closer	RBR
and	CC	Z5	and	CC
these	DD2	Z5 Z8	these	DT
guys	NN2	S2.2m O2	guys	NNS
seem	VV0	A8	seem	VBP
to	TO	Z5	to	TO
have	VHI	Z5 A9+ A2.2 S4	have	VB
been	VBN	Z5 A3+	been	VBN
doing	VDG	A1.1.1 G2.2- X9.2+ E3- G2.1% Z5	doing	VBG
well	RR	A5.1+ A13.3 A7+ B2+ Z4	well	RB
and	CC	Z5	and	CC
growing	JJ	N3.2+/A2.1 A2.1+ A5.1+/A2.1 F4	growing	VBG
.	.	""	.	.
-----	-----	""	-----	CD
Wine	NN1	F2	Wine	NNP
&	CC	Z5	&	CC
Whey	NP1	F1	Whey	NNP
with	IW	Z5	with	IN
their	APPGE	Z8	their	PRP$
DIY	NN1	C1	DIY	NNP
Cheese	NN1	F1	Cheese	NNP
Making	VVG	A1.1.1 A9+ A2.2 S6+ A3+ A9- X9.2+ X6+	Making	VBG
Kits	NN2	O2	Kits	NNS
This	DD1	M6 Z5 Z8	This	DT
project	NN1	X7+ X2.4	project	NN
had	VHD	A9+ Z5 A2.2 S4	had	VBD
somehow	RR	X4.2 A13.4	somehow	RB
hard	JJ	A12-[i47.2.1 O4.5 A12- S1.2.5+ O4.1	hard	JJ
time	NNT1	A12-[i47.2.2 T1 T1.2 T1.3 T1.1.2 N6 N1 K2 G2.1@	time	NN
raising	VVG	M2 N5+/A2.1 A5.1+/A2.1 X3.2++ A9+ A1.1.1 A2.2 S1.1.1 F4	raising	VBG
money	NN1	I1	money	NN
and	CC	Z5	and	CC
I	PPIS1	Z8mf	I	PRP
have	VH0	Z5 A9+ A2.2 S4	have	VBP
already	RR	T1.1.1	already	RB
regretted	VVN	E4.1-	regretted	VBN
a	RR21	A13.6[i48.2.1 A13.7[i48.2.1	a	DT
bit	RR22	A13.6[i48.2.2 A13.7[i48.2.2	bit	NN
that	CST	Z8 Z5	that	IN
I	PPIS1	Z8mf	I	PRP
backed	VVD	S8+ K5.1/I1 M1 M6 K2	backed	VBD
them	PPHO2	Z8mfn	them	PRP
However	RR	Z4	However	RB
,	,	""	,	,
I	PPIS1	Z8mf	I	PRP
do	VD0	Z5 A1.1.1 G2.2- X9.2+ E3- N5+ G2.1%	do	VBP
like	VVI	E2+	like	IN
the	AT	Z5	the	DT
product	NN1	O2 A1.1.1 A2.2 N2%	product	NN
and	CC	Z5	and	CC
I	PPIS1	Z8mf	I	PRP
would	VM	A7+	would	MD
buy	VVI	I2.2	buy	VB
a	AT1	Z5	a	DT
cheese	NN1	F1	cheese	NN
DIY	NN1	C1	DIY	NNP
kit	NN1	O2	kit	NN
for	IF	Z5	for	IN
myself	PPX1	Z8mf	myself	PRP
or	CC	Z5	or	CC
for	IF	Z5	for	IN
my	APPGE	Z8	my	PRP$
friends	NN2	S3.1/S2mf	friends	NNS
as	II	Z5	as	IN
a	AT1	Z5	a	DT
gift	NN1	A9- X9.1+	gift	NN
.	.	""	.	.
-----	-----	""	-----	CD
If	CS	Z7	If	IN
you	PPY	Z8mf	you	PRP
want	VV0	X7+ S6+ A7+ S3.2 A9-	want	VBP
to	TO	Z5	to	TO
try	VVI	X8+ X2.4 Q2.2 G2.1 A12-	try	VB
it	PPH1	Z8	it	PRP
out	II%	Z5	out	RP
yourself	PPX1	Z8	yourself	PRP
,	,	""	,	,
sign	VV0	Q2.2[i49.2.1 Q1.2 Q1.1 G2.1 I3.1 S9	sign	VB
up	RP	Q2.2[i49.2.2	up	RP
with	IW	Z5	with	IN
my	APPGE	Z8	my	PRP$
referral	NN1	Q2.2/S2mf Q2.2	referral	NN
to	TO	Z5	to	TO
get	VVI	A9+ Z5 X9.2+ A2.1+ A2.2 M1 M2 X2.5+ E4.1-	get	VB
$5	NNU	Z99	$5	CD
credit	NN1	I1.1 A5.1+ X2.1 P1	credit	NN
to	TO	Z5	to	TO
start	VVI	T2+ E5- E3-	start	VB
backing	NN1	S8+ K5.1/I1 M1 M6 O2	backing	VBG
Kickfurther	NN1	Z99	Kickfurther	NNP
businesses	NN2	I2.1 A1.1.1 A5.1+++	businesses	NNS
!	!	""	!	.
-----	-----	""	-----	CD
So	RR	Z5 A13.3	So	RB
,	,	""	,	,
thats	NN2	Z5 Z8 A13.3 A6.1+	thats	VBZ
what	DDQ	Z8 Z5	what	WP
I	PPIS1	Z8mf	I	PRP
was	VBDZ	A3+ Z5	was	VBD
busy	JJ	A1.1.1/N5+	busy	JJ
with	IW	Z5	with	IN
in	II	Z5	in	IN
February	NPM1	T1.3	February	NNP
.	.	""	.	.
-----	-----	""	-----	CD
Now	RT	T1.1.2 Z4	Now	RB
,	,	""	,	,
lets	VVZ	S7.4+ I2.2/H1 T2-	lets	VBZ
look	NN1	X3.4[i50.2.1 X2.4[i50.2.1 X2.1[i50.2.1 A8 X3.4 X2.4 O4.1	look	NN
at	II	X3.4[i50.2.2 X2.4[i50.2.2 X2.1[i50.2.2 Z5	at	IN
the	AT	Z5	the	DT
numbers	NN2	N5 N1 Q1.3 K2 Q4.2	numbers	NNS
!	!	""	!	.
-----	-----	""	-----	CD
Expenses	NN2	I1.3	Expenses	NNS
The	AT	Z5	The	DT
expenses	NN2	I1.3	expenses	NNS
in	II	Z5	in	IN
month	NNT1	T1.3	month	NN
February	NPM1	T1.3[i51.2.1 T1.3	February	NNP
2016	MC	T1.3[i51.2.2 N1 T1.2 T3 T1.3 N3.2	2016	CD
were	VBDR	A3+ Z5	were	VBD
high	JJ	N3.7+ N5+ A11.1+ S7.1+ A5.1+ T3- X3.2 G2.2+ E4.1+ I1.3+ F3 O4.2- O4.6+ S9	high	JJ
.	.	""	.	.
-----	-----	""	-----	CD
I	PPIS1	Z8mf	I	PRP
spent	VVD	I1.2 A1.5.1 T1.3	spent	VBD
quite	RG	N5+[i52.3.1 N6+[i52.3.1 A13.5 A13.6 A13.2	quite	RB
a	AT1	N5+[i52.3.2 N6+[i52.3.2 Z5 N5+[i53.2.1 N6+[i53.2.1 A13.3[i53.2.1	a	DT
lot	NN1	N5+[i52.3.3 N6+[i52.3.3 N5+[i53.2.2 N6+[i53.2.2 A13.3[i53.2.2	lot	NN
of	IO	Z5	of	IN
money	NN1	I1	money	NN
paying	VVG	I1.2 A9- I1.1/I3.1	paying	VBG
to	II	Z5	to	TO
my	APPGE	Z8	my	PRP$
VAs	NN2	M4fn O2 B1 O4.4 M3c O3 O4.1 H1 S7.1 A4.1 X4.2 A1.1.1 Z5 M6 X6/A7- N2/A7- Q3 Z2 Z1f T3+ Z4 S7.1+ G1.1c Q2.1 T1.2 Z2/S2mf H2 S5+c X2.2 G3/S2mf T3+/S2mf S1.1.1 S3.2 I2.1/S2mf S7.1+/S5+c	VAs	NNP
.	.	""	.	.
-----	-----	""	-----	CD
Also	RR	N5++	Also	RB
,	,	""	,	,
I	PPIS1	Z8mf	I	PRP
paid	VVD	I1.2 A9- I1.1/I3.1	paid	VBD
for	IF	Z5	for	IN
the	AT	Z5	the	DT
3	MC	N1 T1.2 T3 T1.3 N3.2	3	CD
months	NNT2	T1.3	months	NNS
of	IO	Z5	of	IN
Majestic	JJ	Z3c	Majestic	NNP
,	,	""	,	,
and	CC	Z5	and	CC
it	PPH1	Z8	it	PRP
bumped	VVD	N5+/A2.1[i54.2.1 A1.1.1 M1	bumped	VBD
up	RP	N5+/A2.1[i54.2.2	up	RP
the	AT	Z5	the	DT
expense	NN1	I1.3	expense	NN
amount	NN1	N5	amount	NN
even	RR	A13.1	even	RB
higher	JJR	N3.7++ N5++ A11.1++ S7.1++ A5.1++ T3-- X3.2 G2.2++ E4.1++ I1.3++ O4.2-- O4.6++ S9	higher	JJR
.	.	""	.	.
-----	-----	""	-----	CD
Expenses	NN2	I1.3	Expenses	NNS
Expense	NN1	I1.3	Expense	NNP
Amount	NN1	N5	Amount	NNP
Notes	VVZ@	Q1.2 K2 Q2.1	Notes	NNP
Outsourced	JJ	Z99	Outsourced	NNP
writing	NN1	Q1.2 I2.1	writing	VBG
$80.84	NNU	Z99	$80.84	CD
Content	NN1	Q2.1 A1.8+ N5 E4.1+%	Content	NN
for	IF	Z5	for	IN
money	NN1	I1.1+[i55.2.1 I1	money	NN
making	VVG	I1.1+[i55.2.2 A1.1.1 A9+ A2.2 S6+ A3+ A9- X9.2+ X6+	making	VBG
websites	NN2	Y2	websites	NNS
and	CC	Z5	and	CC
for	IF	Z5	for	IN
PBN	NP1	Z99	PBN	NNP
Outsourced	VVD@	I2.2 T2+ Q1.1 X2.2 W3/M4 A9+	Outsourced	NNP
VA	FW	Z2 Z1f T3+ Z4 S7.1+ G1.1c O4.1 Q2.1 A4.1 T1.2 Z2/S2mf H2 S5+c X2.2 Z5 G3/S2mf T3+/S2mf A1.1.1 S1.1.1 S3.2 I2.1/S2mf S7.1+/S5+c	VA	NNP
$142.35	NNU	Z99	$142.35	CD
Outsourcing	VVG	I2.2	Outsourcing	VBG
some	DD	N5 Z5	some	DT
work	NN1	I3.1 A1.1.1 Q4 K2 C1	work	NN
to	II	Z5	to	TO
a	AT1	Z5	a	DT
VA	FW	Z2 Z1f T3+ Z4 S7.1+ G1.1c O4.1 Q2.1 A4.1 T1.2 Z2/S2mf H2 S5+c X2.2 Z5 G3/S2mf T3+/S2mf A1.1.1 S1.1.1 S3.2 I2.1/S2mf S7.1+/S5+c	VA	NNP
PBN	NP1	Z99	PBN	NNP
domain	NN1	X4.1 A9+ Y2	domain	NN
registration	NN1	Q1.2/G1.1	registration	NN
$54.13	NNU	Z99	$54.13	NN
For	IF	Z5	For	IN
my	APPGE	Z8	my	PRP$
PBN	NP1	Z1mf[i56.2.1 Z3c[i56.2.1	PBN	NNP
PBN	NP1	Z1mf[i56.2.2 Z3c[i56.2.2	PBN	NNP
hosting	VVG	S1.1.1	hosting	VBG
$38.64	NNU	Z99	$38.64	NN
For	IF	Z5	For	IN
my	APPGE	Z8	my	PRP$
PBN	NP1	Z99	PBN	NN
;	;	""	;	:
I	PPIS1	Z8mf	I	PRP
am	VBM	Z5 A3+	am	VBP
giving	VVG	A9- A1.1.1	giving	VBG
a	AT1	Z5	a	DT
try	NN1@	X8+ K5.1	try	NN
to	TO	Z5	to	TO
Easy	JJ	A12+	Easy	NNP
Blog	NN1	L2 O2 A1.1.1 Q1.2 N2 Q4.2	Blog	NNP
Network	NN1	S5+c Q4.3 Y2	Network	NNP
plus	II	Z5	plus	CC
some	DD	N5 Z5	some	DT
one-dollar	JJ	Z99	one-dollar	JJ
hosting	VVG	S1.1.1	hosting	VBG
payments	NN2	I1.1	payments	NNS
Expired	VVD	M1/N3.8+ M1 B5 X8+ T1.3 X7/N5+ N5 K4 K5.1% G1.2 G2.1- X3.3 S7.1+ A1.1.1 T2++ M3 S4 A6.3+ Z5 K5.1 M6 S3.2 T2- L1- O2 O4.2- T2+ S1.1.2+ A2.1+ A9- A1.8+ Q2.1 N6+ I2.2 A1.1.2 B2-/X1% B1% M7 L1-@ X9.2+ Q1.2 W3 M2 N5.2+ S7.4+ A5.4+/A8 A1.1.1% E3- E4.1+ W4 A4.1 I1 O4.2+ F1 Y2 K5.2/I1 F4/M7 F4 S9mfn G2.1-/S2mf Q4.3 Z3 A10-/Q4.1 O1.2/N5 N5-/A2.1 N5- B3 N3.3 O1.2/M1 B2- A1.8- X9.2-/K5 X3.2 X5.2- A4.2+ A1.1.1- E3+ A13.3 K2 F2 S4m Z4 E2- A5.1- G2.2- K1 A1.9 M3/O2 S8- Q2.2 F3 G2.1-/S3.2 O4.6- B3@ Z8 B1 G1.1c O4.1 N4 O4.4 T1.3/I3.1 A9+ C1 S7.1- X2.4 S6+ N3 P1 X2.5+ F1@ F2@ Q1.2@ N5-@	Expired	VBD
domains	NN2	X4.1 A9+ Y2	domains	NNS
$19.00	NNU	Z99	$19.00	CD
Paying	VVG	I1.2 A9- I1.1/I3.1	Paying	VBG
for	IF	Z5	for	IN
a	AT1	Z5	a	DT
subscription	NN1	Q4.2/I2.2 A9-/I1 I2.2/I1	subscription	NN
from	II	Z5	from	IN
HammerheadDomians	NN2	Z99	HammerheadDomians	NNPS
for	IF	Z5	for	IN
PBN	NP1	Z1mf[i57.2.1 Z3c[i57.2.1	PBN	NNP
Majestic	JJ	Z1mf[i57.2.2 Z3c[i57.2.2 Z3c	Majestic	NNP
subscription	NN1	Q4.2/I2.2 A9-/I1 I2.2/I1	subscription	NN
renewal	NN1	T2+/A2.1	renewal	NN
$149.97	NNU	Z99	$149.97	CD
3-month	JJ	T1.3 T3	3-month	JJ
subscription	NN1	Q4.2/I2.2 A9-/I1 I2.2/I1	subscription	NN
renewal	NN1	T2+/A2.1	renewal	NN
for	IF	Z5	for	IN
Majestic	JJ	Z3c	Majestic	NNP
KickFurther	NN1	Z99	KickFurther	NNP
$126.98	NNU	Z99	$126.98	CD
Re-invested	VVD	I1.1/N6+	Re-invested	VBD
the	AT	Z5	the	DT
paybacks	NN2	I1.1+ I1.2 S1.1.2+	paybacks	NNS
received	VVN	A9+ S5+	received	VBN
in	II	Z5	in	IN
February	NPM1	T1.3	February	NNP
and	CC	Z5	and	CC
a	AT1	Z5	a	DT
left-over	JJ	F1 N5.2+/A1.5.1- M6 G1.2 N5.2+ G1.2c M1 M2 A1.1.1 A1.9 A9- T2- A6.2- N6- A13.4 T2++ M8	left-over	NN
from	II	Z5	from	IN
January	NPM1	T1.3	January	NNP
;	;	""	;	:
read	VV0	Q3 Q1.2 X3.2+ X2.5+ P1 A10+	read	VB
more	RRR	A13.3 N6++	more	RBR
in	II	Z5	in	IN
my	APPGE	Z8	my	PRP$
post	NN1	Q1.2 O2 I3.1 M6	post	NN
about	II	Z5	about	IN
Kickfurther	NP1	Z1mf[i58.2.1 Z3c[i58.2.1	Kickfurther	NNP
Total	NN1	Z1mf[i58.2.2 Z3c[i58.2.2 Z3c	Total	NNP
$611.87	NNU	Z99	$611.87	CD
I	PPIS1	Z8mf	I	PRP
continued	VVD	T2++	continued	VBD
building	VVG@	H1 A1.1.1 A5.1+/A2.1 N3.2+/A2.1	building	VBG
the	AT	Z5	the	DT
PBNs	NP1	Z99	PBNs	NNS
and	CC	Z5	and	CC
this	DD1	Z8 M6 Z5	this	DT
has	VHZ	Z5 A9+ A2.2 S4	has	VBZ
been	VBN	A3+ Z5	been	VBN
no	AT	Z6	no	DT
light	JJ	W2 O4.3 N3.5- N5- N3.2- A12+ X3.2- F1 A11.1- O4.2+	light	JJ
walk	NN1	M1	walk	NN
even	RR	A13.1	even	RB
with	IW	Z5	with	IN
a	AT1	Z5	a	DT
VAs	NN2	M4fn O2 B1 O4.4 M3c O3 O4.1 H1 S7.1 A4.1 X4.2 A1.1.1 Z5 M6 X6/A7- N2/A7- Q3 Z2 Z1f T3+ Z4 S7.1+ G1.1c Q2.1 T1.2 Z2/S2mf H2 S5+c X2.2 G3/S2mf T3+/S2mf S1.1.1 S3.2 I2.1/S2mf S7.1+/S5+c	VAs	NNP
help	VV0	S8+	help	NN
.	.	""	.	.
-----	-----	""	-----	CD
On	II31	M6[i59.3.1 N5++[i59.3.1 X2.2+[i59.3.1 Z5 Z5[i60.3.1	On	IN
top	II32	M6[i59.3.2 N5++[i59.3.2 X2.2+[i59.3.2 Z5[i60.3.2	top	NN
of	II33	M6[i59.3.3 N5++[i59.3.3 X2.2+[i59.3.3 Z5[i60.3.3	of	IN
that	DD1	Z8 Z5	that	DT
,	,	""	,	,
I	PPIS1	Z8mf	I	PRP
continued	VVD	T2++	continued	VBD
backing	VVG	S8+[i61.2.1 M1[i61.2.1 A9+[i61.2.1 Y2/A5.4-[i61.2.1 S8+ K5.1/I1 M1 M6 S8+[i62.2.1 M1[i62.2.1 A9+[i62.2.1	backing	VBG
up	RP	S8+[i61.2.2 M1[i61.2.2 A9+[i61.2.2 Y2/A5.4-[i61.2.2 S8+[i62.2.2 M1[i62.2.2 A9+[i62.2.2	up	RP
businesses	NN2	I2.1 A1.1.1 A5.1+++	businesses	NNS
on	II	Z5	on	IN
Kickfurther	NN1	Z99	Kickfurther	NN
with	IW	Z5	with	IN
the	AT	Z5	the	DT
money	NN1	I1	money	NN
I	PPIS1	Z8mf	I	PRP
received	VVD	A9+ S5+	received	VBD
from	II	Z5	from	IN
payouts	NN2	I1.2	payouts	NNS
from	II	Z5	from	IN
other	JJ	A6.1-	other	JJ
Kickfurther	NN1	Z99	Kickfurther	NNP
businesses	NN2	I2.1 A1.1.1 A5.1+++	businesses	NNS
.	.	""	.	.
-----	-----	""	-----	CD
Income	NN1	I1.1	Income	NN
My	APPGE	Z8	My	PRP$
February	NPM1	T1.3	February	NNP
income	NN1	I1.1	income	NN
was	VBDZ	A3+ Z5	was	VBD
not	XX	Z6	not	RB
bad	JJ	A5.1- G2.2- O4.2- B2-	bad	JJ
.	.	""	.	.
-----	-----	""	-----	CD
For	IF	Z5	For	IN
the	AT	Z5	the	DT
Elephant	NN1	L2mfn	Elephant	NN
website	NN1	Y2	website	NN
,	,	""	,	,
February	NPM1	T1.3	February	NNP
is	VBZ	A3+ Z5	is	VBZ
the	AT	Z5	the	DT
beginning	NN1	T2+	beginning	NN
of	IO	Z5	of	IN
the	AT	Z5	the	DT
season	NNT1	T1.3	season	NN
.	.	""	.	.
-----	-----	""	-----	CD
Many	DA2	N5+	Many	JJ
people	NN	S2mfc	people	NNS
are	VBR	Z5 A3+	are	VBP
not	XX	Z5[i63.2.1 Z6	not	RB
only	RR	Z5[i63.2.2 A14	only	RB
looking	VVG	X2.4[i64.2.1 A8 X3.4 X2.4 X7+ Z4	looking	VBG
for	IF	X2.4[i64.2.2 Z5	for	IN
products	NN2	O2 A1.1.1 A2.2 N2%	products	NNS
from	II	Z5	from	IN
its	APPGE	Z8	its	PRP$
niche	NN1	O2 I3.1	niche	NN
but	CCB	Z5	but	CC
also	RR	N5++	also	RB
buying	VVG	I2.2	buying	VBG
this	DD1	M6 Z5 Z8	this	DT
stuff	NN1	O1 O2	stuff	NN
.	.	""	.	.
-----	-----	""	-----	CD
It	PPH1	Z8	It	PRP
made	VVD	A1.1.1 A9+ A2.2 S6+ A3+ A9- X9.2+ X6+	made	VBD
February	NPM1	T1.3	February	NNP
the	AT	Z5	the	DT
most	RGT	A13.2	most	RBS
successful	JJ	X9.2+	successful	JJ
month	NNT1	T1.3	month	NN
since	CS	Z5	since	IN
I	PPIS1	Z8mf	I	PRP
bought	VVD	I2.2	bought	VBD
the	AT	Z5	the	DT
business	NN1	I2.1 A1.1.1 A5.1+++	business	NN
.	.	""	.	.
-----	-----	""	-----	CD
The	AT	Z5	The	DT
Horse	NN1	L2mfn	Horse	NN
website	NN1	Y2	website	NN
is	VBZ	Z5 A3+	is	VBZ
doing	VDG	A1.1.1 G2.2- X9.2+ E3- G2.1% Z5	doing	VBG
well	RR	A5.1+ A13.3 A7+ B2+ Z4	well	RB
too	RR@	N5++	too	RB
;	;	""	;	:
though	CS	Z5	though	RB
,	,	""	,	,
it	PPH1	Z8	it	PRP
did	VDD	A1.1.1 G2.2- X9.2+ E3- G2.1% Z5	did	VBD
less	DAR	N5--	less	JJR
well	NN1@	W3/M4 W3	well	RB
than	CSN	Z5	than	IN
in	II	Z5	in	IN
January	NPM1	T1.3	January	NNP
when	RRQ	Z5	when	WRB
its	APPGE	Z8	its	PRP$
revenue	NN1	G1.1/I1 I1.1+ Z3c	revenue	NN
was	VBDZ	A3+ Z5	was	VBD
almost	RR	A13.4	almost	RB
twice	RR	N6	twice	RB
as	RG	A13.4[i65.3.1 A13	as	RB
much	DA1	A13.4[i65.3.2 N5+ I1.3+	much	JJ
as	CSA	A13.4[i65.3.3 Z5	as	IN
projected	VVN	A10+ X7+ X2.6+ M2 O4.4 X3.2 Q2.2 X2.1	projected	VBN
.	.	""	.	.
-----	-----	""	-----	CD
In	II	Z5	In	IN
February	NPM1	T1.3	February	NNP
,	,	""	,	,
the	AT	Z5	the	DT
website	NN1	Y2	website	NN
brought	VVD	M2[i66.2.1 T2+[i66.2.1 S1.1.3+[i66.2.1 K1[i66.2.1 M2 A2.2	brought	VBN
in	RP@	M2[i66.2.2 T2+[i66.2.2 S1.1.3+[i66.2.2 K1[i66.2.2 M6	in	IN
only	RR	A14	only	RB
50%	NNU	N5	50%	CD
more	DAR	N5++	more	JJR
than	CSN	Z5	than	IN
projected	JJ	A10+ X2.6+	projected	VBN
.	.	""	.	.
-----	-----	""	-----	CD
Also	RR	N5++	Also	RB
,	,	""	,	,
KickFurther	VV0	Z99	KickFurther	NNP
investments	NN2	I1.1	investments	NNS
have	VH0	Z5 A9+ A2.2 S4	have	VBP
paid	VVN	I1.2 A9- I1.1/I3.1	paid	VBN
back	RP	M6 N6+ T1.1.1 S1.1.2+	back	RB
as	RR21	A6.2+[i67.2.1	as	IN
usual	RR22	A6.2+[i67.2.2	usual	JJ
:	:	""	:	:
)	)	""	)	CD
Income	NN1	I1.1	Income	NNP
Income	NN1	I1.1	Income	NNP
Amount	NN1	N5	Amount	NNP
Notes	NN2	Q1.2 K2 Q2.1	Notes	NNP
AdSense	VV0	Z99	AdSense	NNP
by	II	Z5	by	IN
Elephant	NN1	L2mfn	Elephant	NNP
$697.28	NNU	Z99	$697.28	CD
Revenue	NN1	G1.1/I1 I1.1+ Z3c	Revenue	NN
from	II	Z5	from	IN
the	AT	Z5	the	DT
1st	MD	N4 T1.3	1st	JJ
website	NN1	Y2	website	NN
I	PPIS1	Z8mf	I	PRP
bought	VVD	I2.2	bought	VBD
Amazon	NP1	Z2 M7	Amazon	NNP
by	II	Z5	by	IN
Elephant	NN1	L2mfn	Elephant	NNP
$118.23	NNU	Z99	$118.23	NNP
Revenue	NN1	G1.1/I1 I1.1+ Z3c	Revenue	NN
from	II	Z5	from	IN
the	AT	Z5	the	DT
1st	MD	N4 T1.3	1st	JJ
website	NN1	Y2	website	NN
I	PPIS1	Z8mf	I	PRP
bought	VVD	I2.2	bought	VBD
AdSense	NP1	Z99	AdSense	NNP
by	II	Z5	by	IN
Horse	NN1	L2mfn	Horse	NNP
$145.20	NNU	Z99	$145.20	CD
Revenue	NN1	G1.1/I1 I1.1+ Z3c	Revenue	NN
from	II	Z5	from	IN
the	AT	Z5	the	DT
2nd	MD	N4 T1.3	2nd	JJ
website	NN1	Y2	website	NN
I	PPIS1	Z8mf	I	PRP
bought	VVD	I2.2	bought	VBD
KickFurther	NP1	Z99	KickFurther	NNP
$92.38	NNU	Z99	$92.38	CD
Online	JJ	Y2	Online	NNP
investments	NN2	I1.1	investments	NNS
read	VV0	Q3 Q1.2 X3.2+ X2.5+ P1 A10+	read	VBD
more	RRR	A13.3 N6++	more	RBR
in	II	Z5	in	IN
my	APPGE	Z8	my	PRP$
post	NN1	Q1.2 O2 I3.1 M6	post	NN
about	II	Z5	about	IN
Kickfurther	NP1	Z99	Kickfurther	NNP
Class	NN1	P1c A4.1 S5+c O4.2+	Class	NNP
action	NN1	A1.1.1 G3	action	NN
settlement	NN1	M7 Q2.2 I1.2	settlement	NN
$4.32	NNU	Z99	$4.32	CD
Somebody	PN1	Z8mfc	Somebody	NN
sued	VVD	G2.1	sued	VBD
my	APPGE	Z8	my	PRP$
bank	NN1	I1/H1 I1.1/I2.1c W3/M4 A9+/H1 O2 M6	bank	NN
on	II	S1.1.1[i68.3.1 Z5	on	IN
my	APPGE	S1.1.1[i68.3.2 Z8	my	PRP$
behalf	NN1	S1.1.1[i68.3.3 S1.1.1	behalf	NN
(	(	""	(	NN
without	IW	Z5	without	IN
telling	VVG	Q2.2 Q2.1 X3 A10+	telling	VBG
me	PPIO1	Z8mf	me	PRP
about	II	Z5	about	IN
it	PPH1	Z8	it	PRP
)	)	""	)	VBD
so	CS@	Z5	so	RB
I	PPIS1	Z8mf	I	PRP
received	VVD	A9+ S5+	received	VBD
a	AT1	Z5	a	DT
bit	NN1	N5- N5.1- O2 Y2	bit	NN
of	IO	Z5	of	IN
money	NN1	I1	money	NN
from	II	Z5	from	IN
class	NN1	P1c A4.1 S5+c O4.2+	class	NN
action	NN1	A1.1.1 G3	action	NN
settlement	NN1	M7 Q2.2 I1.2	settlement	NN
payments	NN2	I1.1	payments	NNS
;	;	""	;	:
it	PPH1	Z8	it	PRP
'	NULL	""	'	''
s	ZZ1	Z5	s	VBZ
not	XX	Z6	not	RB
much	RR	A13.3 N6+	much	JJ
but	CCB	Z5	but	CC
still	RR	T2++ Z4 E3+	still	RB
!	!	""	!	.
-----	-----	""	-----	CD
Total	VV0@	N5	Total	JJ
$1,057.41	NNU	Z99	$1,057.41	CD
Totals	NN2	Z3c	Totals	NNS
Here	RL	M6 T1.1.2 T1.2	Here	RB
are	VBR	A3+ Z5	are	VBP
my	APPGE	Z8	my	PRP$
totals	NN2	N5.1+	totals	NNS
for	IF	Z5	for	IN
February	NPM1	T1.3[i69.2.1 T1.3	February	NNP
2016	MC	T1.3[i69.2.2 N1 T1.2 T3 T1.3 N3.2	2016	CD
.	.	""	.	.
-----	-----	""	-----	CD
Total	JJ	A13.2 N5.1+	Total	JJ
income	NN1	I1.1	income	NN
$1,057.41	NNU	Z99	$1,057.41	CD
minus	II	Z5	minus	CC
total	JJ	A13.2 N5.1+	total	NN
expenses	NN2	I1.3	expenses	NNS
$611.87	NNU	Z99	$611.87	CD
makes	VVZ	A1.1.1 A9+ A2.2 S6+ A3+ A9- X9.2+ X6+	makes	VBZ
a	AT1	Z5	a	DT
net	JJ	N5	net	JJ
profit	NN1	I1.1 A5.1+	profit	NN
of	IO	Z5	of	IN
$445.54	NNU	Z99	$445.54	CD
.	.	""	.	.
-----	-----	""	-----	CD
This	DD1	Z8 M6 Z5	This	DT
is	VBZ	A3+ Z5	is	VBZ
the	AT	Z5	the	DT
graph	NN1	Q1.2/N2	graph	NN
that	CST	Z8 Z5	that	WDT
excludes	VVZ	A1.8-	excludes	VBZ
all	DB	N5.1+	all	DT
my	APPGE	Z8	my	PRP$
big	JJ	N3.2+ N5+ A11.1+ S1.2.5+ X5.2+	big	JJ
investments	NN2	I1.1	investments	NNS
I	PPIS1	Z8mf	I	PRP
made	VVD	A1.1.1 A9+ A2.2 S6+ A3+ A9- X9.2+ X6+	made	VBD
in	II	Z5	in	IN
October	NPM1	T1.3	October	NNP
and	CC	Z5	and	CC
November	NPM1	T1.3	November	NNP
.	.	""	.	.
-----	-----	""	-----	CD
February	NPM1	T1.3[i70.2.1 T1.3	February	NNP
2016	MC	T1.3[i70.2.2 N1 T1.2 T3 T1.3 N3.2	2016	CD
income	NN1	I1.1	income	NN
report	NN1	Q2.2 X3.2	report	NN
graph	NN1	Q1.2/N2	graph	NN
And	CC	Z5	And	CC
here	RL	M6 T1.1.2 T1.2	here	RB
is	VBZ	A3+ Z5	is	VBZ
