token	pos	sem	stanford-token	stanford-pos
experiments	NN2	Y1 X2.4	experiments	NNS
are	VBR	Z5 A3+	are	VBP
not	XX	Z6	not	RB
even	RR	A13.1	even	RB
finished	VVN	T2- A1.5.1/N5.1+ A1.1.1 X9.2-	finished	VBN
.	.	""	.	.
-----	-----	""	-----	CD
Though	CS	Z5	Though	NNP
,	,	""	,	,
they	PPHS2	Z8mfn	they	PRP
already	RR	T1.1.1	already	RB
show	VV0	A10+ S1.1.1	show	VBP
that	CST	Z5 Z8	that	IN
only	RR	A14	only	RB
one	MC1	N1 T3 T1.2	one	CD
ad	NN1	I2.2/Q2.1 X2.2+ A10+	ad	NN
variation	NN1	A6.3+ K2@	variation	NN
out	II21	Z5[i51.2.1 Z5 Z5[i52.2.1 A9-[i52.2.1	out	IN
of	II22	Z5[i51.2.2 Z5[i52.2.2 A9-[i52.2.2	of	IN
three	MC	N1 T1.2 T3	three	CD
has	VHZ	A9+ Z5 A2.2 S4	has	VBZ
a	AT1	Z5	a	DT
positive	JJ	A5.1+ A7+ N2	positive	JJ
impact	NN1	A2.2 A1.1.1	impact	NN
,	,	""	,	,
so	CS@	Z5	so	IN
I	PPIS1	Z8mf	I	PRP
can	VM	A7+	can	MD
not	XX	Z6	not	RB
say	VVI	Q2.1 Z4%	say	VB
that	CST	Z8 Z5	that	IN
I	PPIS1	Z8mf	I	PRP
did	VDD	A1.1.1 G2.2- X9.2+ E3- G2.1% Z5	did	VBD
some	DD	N5 Z5	some	DT
ground-breaking	JJ	A11.1+	ground-breaking	JJ
changes	NN2	A2.1+ I1 B1	changes	NNS
.	.	""	.	.
-----	-----	""	-----	CD
However	RR	Z4	However	RB
,	,	""	,	,
this	DD1	Z8 M6 Z5	this	DT
is	VBZ	A3+ Z5	is	VBZ
not	XX	Z6	not	RB
the	AT	Z5	the	DT
only	JJ	A14	only	JJ
things	NN2	O2 X4.1 A7- S2mf L2mf	things	NNS
I	PPIS1	Z8mf	I	PRP
have	VH0	Z5 A9+ A2.2 S4	have	VBP
played	VVN	K1 K5.1 K5.2 K2 K3 A1.1.1 K6	played	VBN
with	IW	Z5	with	IN
;	;	""	;	:
there	EX	Z5	there	EX
were	VBDR	A3+ Z5	were	VBD
other	JJ	A6.1-	other	JJ
improvements	NN2	A5.1+/A2.1	improvements	NNS
Id	NN1	X2	Id	NN
applied	VVN	Q2.2 A1.5.1 A1.2+ A1.8+ S7.1+	applied	VBD
before	CS	Z5	before	IN
I	PPIS1	Z8mf	I	PRP
published	VVD	Q4	published	VBD
that	DD1	Z5 Z8	that	IN
action	NN1	A1.1.1 G3	action	NN
post	NN1	Q1.2 O2 I3.1 M6	post	NN
.	.	""	.	.
-----	-----	""	-----	CD
So	RR	Z5 A13.3	So	CC
here	RL	M6 T1.1.2 T1.2	here	RB
are	VBR	A3+ Z5	are	VBP
the	AT	Z5	the	DT
other	JJ	A6.1-	other	JJ
improvements	NN2	A5.1+/A2.1	improvements	NNS
I	PPIS1	Z8mf	I	PRP
did	VDD	A1.1.1 G2.2- X9.2+ E3- G2.1% Z5	did	VBD
:	:	""	:	:
put	VV0	M2 Q2.1 Q2.2 A1.1.1	put	VB
the	AT	Z5	the	DT
website	NN1	Y2	website	NN
on	II	Z5	on	IN
CDN	NP1	Z1mf[i53.2.1 Z3c[i53.2.1	CDN	NNP
CloudFlare	NP1	Z1mf[i53.2.2 Z3c[i53.2.2	CloudFlare	NNP
,	,	""	,	,
and	CC	Z5	and	CC
it	PPH1	Z8	it	PRP
now	RT	T1.1.2 Z4	now	RB
caches	NN2	A9+/A10- Y2	caches	VBZ
up	RG21	Z5 X9.1+ M6 N4 N5++ T2- A1.1.1 N5+/A2.1	up	RP
to	RG22	Z5 M6	to	TO
50%	NNU	N5	50%	CD
of	IO	Z5	of	IN
requests	NN2	Q2.1 Q2.2	requests	NNS
;	;	""	;	:
allowed	VVD	S7.4+ S8+ X2.1	allowed	VBD
the	AT	Z5	the	DT
Gambling	NN1	A15- I1/A1.4 K5.2/I1	Gambling	NN
ad	NN1	I2.2/Q2.1[i54.2.1 I2.2/Q2.1 X2.2+ A10+	ad	NN
type	NN1	I2.2/Q2.1[i54.2.2 A4.1 A6.2+ S1.2 Q1.2	type	NN
to	TO	Z5	to	TO
show	VVI	A10+ S1.1.1	show	VB
.	.	""	.	.
-----	-----	""	-----	CD
The	AT	Z5	The	DT
both	RR	Z5	both	CC
traffic	NN1	M3 M4 G2.1-/I2.2 M1 S1.1.2+	traffic	NN
and	CC	Z5	and	CC
click-through	JJ	Y2	click-through	JJ
rate	NN1	N3.8 N5 I1.3	rate	NN
(	(	""	(	CD
CTR	NP1	Z99	CTR	NN
)	)	""	)	CD
have	VH0	Z5 A9+ A2.2 S4	have	VBP
increased	VVN	N5+/A2.1	increased	VBN
thought	VVD	X2.1	thought	VBD
the	AT	Z5	the	DT
traffic	NN1	M3 M4 G2.1-/I2.2 M1 S1.1.2+	traffic	NN
grew	VVD	N3.2+/A2.1 A2.1+ A5.1+/A2.1 F4	grew	VBD
moderately	RR	A13.4 A5.1	moderately	RB
.	.	""	.	.
-----	-----	""	-----	CD
Gambling	NN1	A15- I1/A1.4 K5.2/I1	Gambling	NN
ads	NN2	I2.2/Q2.1 X2.2+ A10+	ads	NNS
are	VBR	A3+ Z5	are	VBP
probably	RR	A7+	probably	RB
responsible	JJ	A2.2 S6+ S7.1 S1.2.6+ X6+	responsible	JJ
for	IF	Z5	for	IN
the	AT	Z5	the	DT
CTR	NP1	Z99	CTR	NN
.	.	""	.	.
-----	-----	""	-----	CD
As	II21	Z5[i55.2.1 Z5	As	IN
of	II22	Z5[i55.2.2	of	IN
the	AT	Z5	the	DT
traffic	NN1	M3 M4 G2.1-/I2.2 M1 S1.1.2+	traffic	NN
My	APPGE	Z8	My	PRP$
guess	NN1@	X2.1/A7-	guess	NN
is	VBZ	A3+ Z5	is	VBZ
that	CST	Z5 Z8	that	IN
the	AT	Z5	the	DT
website	NN1	Y2	website	NN
was	VBDZ	Z5 A3+	was	VBD
growing	VVG	N3.2+/A2.1 A2.1+ A5.1+/A2.1 F4	growing	VBG
before	CS	Z5	before	IN
it	PPH1	Z8	it	PRP
was	VBDZ	Z5 A3+	was	VBD
put	VVN	I2.2[i57.4.1 M2 Q2.1 Q2.2 A1.1.1 A1.1.1[i56.2.1 M2[i56.2.1 E2[i56.2.1 H4[i56.2.1 H1[i56.2.1 A9-[i56.2.1	put	VBN
up	RP	I2.2[i57.4.2 A1.1.1[i56.2.2 M2[i56.2.2 E2[i56.2.2 H4[i56.2.2 H1[i56.2.2 A9-[i56.2.2 I2.2[i58.3.1	up	RP
for	IF	I2.2[i57.4.3 Z5 I2.2[i58.3.2	for	IN
sale	NN1	I2.2[i57.4.4 I2.2 I2.2/I1.3- I2.2[i58.3.3	sale	NN
,	,	""	,	,
and	CC	Z5	and	CC
now	RT	T1.1.2 Z4	now	RB
the	AT	Z5	the	DT
growth	NN1	N3.2+/A2.1 A5.1+/A2.1 L3 B2-	growth	NN
has	VHZ	Z5 A9+ A2.2 S4	has	VBZ
simply	RR	A13.6 A14 A12+	simply	RB
continued	VVN	T2++	continued	VBN
.	.	""	.	.
-----	-----	""	-----	CD
As	CSA	Z5	As	IN
per	II	Z5	per	IN
AdSense	NP1	Z99	AdSense	NNP
Terms	NN2	Q3 T1.3 A4.1 S6+	Terms	NNS
and	CC	Z5	and	CC
Conditions	NN2	O4.1 S6+ B2- B2+ Z7	Conditions	NNS
,	,	""	,	,
I	PPIS1	Z8mf	I	PRP
am	VBM	Z5 A3+	am	VBP
not	XX	Z6	not	RB
allowed	VVN	S7.4+ S8+ X2.1	allowed	VBN
to	TO	Z5	to	TO
disclose	VVI	Q2.2 A10+	disclose	VB
click-through	JJ	Y2	click-through	JJ
rates	NN2	N3.8 N5 I1.3	rates	NNS
or	CC	Z5	or	CC
other	JJ	A6.1-	other	JJ
statistics	NN	N3.1c N2c	statistics	NNS
relating	VVG	A2.2 S3.1 X2.5+ Q2.1	relating	VBG
to	II	Z5	to	TO
Property	NN1	A9+ H1/H3 O4.1	Property	NNP
performance	NN1	K4 X9.2 A1.1.1 A12-	performance	NN
as	CSA	Z5	as	IN
pertaining	II21	A2.2[i59.2.1	pertaining	VBG
to	II22	A2.2[i59.2.2 Z5	to	TO
the	AT	Z5	the	DT
Services	NN2	S8+ S7.1- A1.1.1 S9 G3@ G2.1@ M3/M7@	Services	NNPS
,	,	""	,	,
but	CCB	Z5	but	CC
I	PPIS1	Z8mf	I	PRP
can	VM	A7+	can	MD
show	VVI	A10+ S1.1.1	show	VB
a	AT1	Z5	a	DT
snapshot	NN1	C1	snapshot	NN
from	II	Z5	from	IN
Google	NP1	Z1mf[i60.2.1 Z3c[i60.2.1	Google	NNP
Analytics	NP1	Z1mf[i60.2.2 Z3c[i60.2.2	Analytics	NNP
that	CST	Z8 Z5	that	IN
demonstrates	VVZ	A10+ G1.2	demonstrates	VBZ
a	AT1	Z5	a	DT
difference	NN1	A6.1-	difference	NN
in	II	Z5	in	IN
the	AT	Z5	the	DT
traffic	NN1	M3 M4 G2.1-/I2.2 M1 S1.1.2+	traffic	NN
for	IF	Z5	for	IN
November	NPM1	T1.3[i61.2.1 T1.3	November	NNP
2015	MC	T1.3[i61.2.2 N1 T1.2 T3 T1.3 N3.2	2015	CD
January	NPM1	T1.3[i62.2.1 T1.3	January	NNP
2016	MC	T1.3[i62.2.2 N1 T1.2 T3 T1.3 N3.2	2016	CD
and	CC	Z5	and	CC
August	NPM1	T1.3[i63.2.1 T1.3	August	NNP
2015	MC	T1.3[i63.2.2 N1 T1.2 T3 T1.3 N3.2	2015	CD
October	NPM1	T1.3[i64.2.1 T1.3	October	NNP
2015	MC	T1.3[i64.2.2 N1 T1.2 T3 T1.3 N3.2	2015	CD
.	.	""	.	.
-----	-----	""	-----	CD
Website	NN1	Y2	Website	NNP
#2	NNU	I1	#2	CD
:	:	""	:	:
Comparing	VVG	A6.1 A5.1 Q3	Comparing	VBG
traffic	NN1	M3 M4 G2.1-/I2.2 M1 S1.1.2+	traffic	NN
in	II	Z5	in	IN
Nov	NPM1	T1.3	Nov	NNP
-	-	""	-	:
Jan	NPM1	T1.3	Jan	NNP
with	IW	Z5	with	IN
Aug	NPM1	T1.3	Aug	NNP
-	-	""	-	:
Oct	NPM1	T1.3 Z1 O2/T1.3 T1.1 Q1.2	Oct	NNP
Difference	NN1	A6.1-	Difference	NNP
in	II	Z5	in	IN
the	AT	Z5	the	DT
traffic	NN1	M3 M4 G2.1-/I2.2 M1 S1.1.2+	traffic	NN
for	IF	Z5	for	IN
November	NPM1	T1.3[i65.2.1 T1.3	November	NNP
2015	MC	T1.3[i65.2.2 N1 T1.2 T3 T1.3 N3.2	2015	CD
January	NPM1	T1.3[i66.2.1 T1.3	January	NNP
2016	MC	T1.3[i66.2.2 N1 T1.2 T3 T1.3 N3.2	2016	CD
and	CC	Z5	and	CC
August	NPM1	T1.3[i67.2.1 T1.3	August	NNP
2015	MC	T1.3[i67.2.2 N1 T1.2 T3 T1.3 N3.2	2015	CD
October	NPM1	T1.3[i68.2.1 T1.3	October	NNP
2015	MC	T1.3[i68.2.2 N1 T1.2 T3 T1.3 N3.2	2015	CD
As	CSA	Z4[i69.4.1 Z5	As	IN
you	PPY	Z4[i69.4.2 Z8mf	you	PRP
can	VM	Z4[i69.4.3 A7+	can	MD
see	VVI	Z4[i69.4.4 X3.4 X2.1 S1.1.1 X2.5+ X2.3+ X3 A7+ Z4 S3.2	see	VB
,	,	""	,	,
the	AT	Z5	the	DT
traffic	NN1	M3 M4 G2.1-/I2.2 M1 S1.1.2+	traffic	NN
did	VDD	Z5 A1.1.1 G2.2- X9.2+ E3- G2.1%	did	VBD
grow	VVI	N3.2+/A2.1 A2.1+ A5.1+/A2.1 F4	grow	VB
,	,	""	,	,
but	CCB	Z5	but	CC
not	XX	Z6	not	RB
that	RG	A13.3 A6.1+	that	DT
much	DA1	N5+ I1.3+	much	JJ
to	TO	Z5	to	TO
justify	VVI	G2.2+ A2.2 O4.1	justify	VB
the	AT	Z5	the	DT
revenue	NN1	G1.1/I1 I1.1+ Z3c	revenue	NN
increase	NN1	N5+/A2.1	increase	NN
.	.	""	.	.
-----	-----	""	-----	CD
So	RR	Z5 A13.3	So	RB
,	,	""	,	,
my	APPGE	Z8	my	PRP$
guess	NN1@	X2.1/A7-	guess	NN
here	RL	M6 T1.1.2 T1.2	here	RB
is	VBZ	A3+ Z5	is	VBZ
that	DD1	Z5 Z8	that	IN
Gambling	NN1	A15- I1/A1.4 K5.2/I1	Gambling	NN
ads	NN2	I2.2/Q2.1 X2.2+ A10+	ads	NNS
have	VH0	Z5 A9+ A2.2 S4	have	VBP
been	VBN	Z5 A3+	been	VBN
doing	VDG	A1.1.1 G2.2- X9.2+ E3- G2.1% Z5	doing	VBG
well	RR	A5.1+ A13.3 A7+ B2+ Z4	well	RB
with	IW	Z5	with	IN
the	AT	Z5	the	DT
website	NN1	Y2	website	NN
audience	NN1	K1/S2mfc S2mfc S1.1.3+	audience	NN
.	.	""	.	.
-----	-----	""	-----	CD
Soooo	NN1	Z99	Soooo	NNP
so	RG	T1.1.2[i70.2.1 M6[i70.2.1 N5[i70.2.1 A13.3	so	RB
far	RR	T1.1.2[i70.2.2 M6[i70.2.2 N5[i70.2.2 A13.3 N3.3+ X9.2+	far	RB
,	,	""	,	,
it	PPH1	Z8	it	PRP
has	VHZ	A9+ Z5 A2.2 S4	has	VBZ
a	AT1	Z5	a	DT
pretty	RG	A13.5	pretty	RB
exciting	JJ	X5.2+	exciting	JJ
journey	NN1	M1	journey	NN
with	IW	Z5	with	IN
my	APPGE	Z8	my	PRP$
website	NN1	Y2	website	NN
#2	NNU	I1	#2	CD
:	:	""	:	:
)	)	""	)	CD
Maybe	RR	A7	Maybe	RB
it	PPH1	Z8	it	PRP
is	VBZ	A3+ Z5	is	VBZ
too	RG	N5.2+ A13.3	too	RB
early	JJ	T4+ T1.1.1	early	JJ
to	TO	Z5	to	TO
celebrate	VVI	E4.1+ S9	celebrate	VB
,	,	""	,	,
but	CCB	Z5	but	CC
I	PPIS1	Z8mf	I	PRP
surely	RR	A7+	surely	RB
hope	VV0	X2.6+ E4.1+ X9.2+ A5.1+	hope	VBP
it	PPH1	Z8	it	PRP
will	VM	T1.1.3	will	MD
stay	VVI	M8 T2++ H4	stay	VB
this	DD1	M6 Z5 Z8	this	DT
way	NN1	X4.2 M6 M3/H3 N3.3 A4.1 A1.1.1 T1.3	way	NN
!	!	""	!	.
-----	-----	""	-----	CD
We	PPIS2	Z8	We	PRP
will	VM	T1.1.3	will	MD
see	VVI	X3.4 X2.1 S1.1.1 X2.5+ X2.3+ X3 A7+ Z4 S3.2	see	VB
stay	NN1@	M8 T4- H4	stay	VB
tuned	VVD	K2 A1.1.1 Q4.3 A2.1+	tuned	VBN
"</text>
"	NULL	""	</text>	IN
