token	pos	sem	stanford-token	stanford-pos
2.3	MC	N1 T1.2 T3 T1.3 N3.2	2.3	CD
gr	NNU	N3.5	gr	NN
Fat	NN1	O1	Fat	NNP
:	:	""	:	:
4.8	MC	N1 T1.2 T3 T1.3 N3.2	4.8	CD
gr	NNU	N3.5	gr	NN
CAPRESE	JJ	Z99	CAPRESE	NNP
CANAPE	NN1	F1/N4 O4.2+ F1 O2 T2+ K5.1/S2mf	CANAPE	NNP
.	.	""	.	.
-----	-----	""	-----	CD
This	DD1	M6 Z5 Z8	This	DT
appetizer	NN1	F1/N4 O4.2+	appetizer	NN
is	VBZ	A3+ Z5	is	VBZ
a	AT1	Z5	a	DT
twist	NN1	O4.4 M2 A2.1+ K1	twist	NN
on	II	Z5	on	IN
a	AT1	Z5	a	DT
traditional	JJ	S1.1.1 A6.2+ T3++	traditional	JJ
Italian	JJ	Z2 Z2/Q3	Italian	JJ
Caprese	JJ	Z99	Caprese	NN
salad	NN1	F1	salad	NN
but	CCB	Z5	but	CC
served	VVD	S8+ S7.1- I2.2 A9- F1 A1.1.1 I3.1 K5.1 G2.1	served	VBD
individually	RR	N5-	individually	RB
.	.	""	.	.
-----	-----	""	-----	CD
What	DDQ	Z8 Z5	What	WP
you	PPY	Z8mf	you	PRP
need	VV0	S6+	need	VBP
(	(	""	(	NN
for	IF	Z5	for	IN
3	MC	N1 T1.2 T3 T1.3 N3.2	3	CD
servings	NN2	S8+ S7.1- I2.2 A9- F1 A1.1.1 I3.1 K5.1 G2.1	servings	NNS
)	)	""	)	CD
:	:	""	:	:
3	MC	N1 T1.2 T3 T1.3 N3.2	3	CD
cherry	NN1	F1 L3	cherry	NN
tomatoes	NN2	F1	tomatoes	NNS
3	MC	N1 T1.2 T3 T1.3 N3.2	3	CD
cubes	NN2	O4.4	cubes	NNS
of	IO	Z5	of	IN
fresh	JJ	T3- O4.2+ B1 W4 S1.2.3+	fresh	JJ
mozzarella	NN1	F1	mozzarella	NN
cheese	NN1	F1	cheese	NN
cut	VVN	A1.1.1 N5-/A2.1 T2- M1 Q4.3 K5.1 B1 F3	cut	VBD
into	II	Z5	into	IN
1/2	MF	N1 N5	1/2	CD
inch	NNU1	N3.7	inch	NN
cubes	NN2	O4.4	cubes	NNS
1	MC1	N1 T1.2 T3 T1.3 N3.2	1	CD
tsp	NNU	I1	tsp	NN
of	IO	Z5	of	IN
olive	JJ	O4.3	olive	JJ
oil	NN1	O1.2 C1 C1/O1	oil	NN
1tsp	FO	Z99	1tsp	NN
of	IO	Z5	of	IN
Balsamic	JJ	Z99	Balsamic	JJ
vinegar	NN1	O1.2/F1	vinegar	NN
Fresh	JJ	T3- O4.2+ B1 W4 S1.2.3+	Fresh	NNP
Basil	NP1	Z2[i49.2.1 Z1mf[i49.2.1 Z1m	Basil	NNP
3	MC	Z2[i49.2.2 Z1mf[i49.2.2 N1 T1.2 T3 T1.3 N3.2	3	CD
toothpicks	NN2	B4	toothpicks	NNS
How	RRQ	Z5 A13.3	How	WRB
to	TO	Z5	to	TO
make	VVI	X9.2+[i50.2.1 M1[i50.2.1 A1.1.1 A9+ A2.2 S6+ A3+ A9- X9.2+ X6+	make	VB
it	PPH1	X9.2+[i50.2.2 M1[i50.2.2 Z8	it	PRP
:	:	""	:	:
Add	VV0	N5+/A2.1 N2 A1.8+	Add	VB
a	AT1	Z5	a	DT
tomato	NN1	F1	tomato	NN
and	CC	Z5	and	CC
a	AT1	Z5	a	DT
cube	NN1	O4.4	cube	NN
of	IO	Z5	of	IN
cheese	NN1	F1	cheese	NN
onto	II	Z5	onto	IN
each	DD1	N5.1+	each	DT
toothpick	NN1	B4	toothpick	NN
,	,	""	,	,
arrange	VV0	S7.1+ A1.1.1	arrange	VB
on	II	Z5	on	IN
a	AT1	Z5	a	DT
serving	NN1@	S8+ S7.1- I2.2 A9- F1 A1.1.1 I3.1 K5.1 G2.1	serving	VBG
plate	NN1	O2 C1 B3	plate	NN
,	,	""	,	,
sprinkle	VV0	A1.1.1	sprinkle	VBP
with	IW	Z5	with	IN
olive	JJ	O4.3	olive	JJ
oil	NN1	O1.2 C1 C1/O1	oil	NN
,	,	""	,	,
vinegar	NN1	O1.2/F1	vinegar	NN
and	CC	Z5	and	CC
chopped	JJ	O4.1	chopped	VBN
basil	NN1	F1 L3	basil	NN
.	.	""	.	.
-----	-----	""	-----	CD
healthy	JJ	B2+ X9.2+ A5.1+	healthy	JJ
party	NN1	K1/S1.1.3+c G1.2c S1.1.3+/S2mf S5+c	party	NN
recipes	NN2	F1 X4.2	recipes	NNS
Macros	NN2	Z3c	Macros	NNP
(	(	""	(	CD
per	II	Z5	per	IN
one	MC1	N1 T3 T1.2	one	CD
)	)	""	)	CD
:	:	""	:	:
Calories	NNU2	N3/F1	Calories	NNS
:	:	""	:	:
27	MC	N1 T1.2 T3 T1.3 N3.2	27	CD
Protein	NN1	O1	Protein	NN
:	:	""	:	:
1.2	MC	N1 T1.2 T3 T1.3 N3.2	1.2	CD
gr	NNU	N3.5	gr	NN
Carbs	NN2@	Z99	Carbs	NNS
:	:	""	:	:
0.7	MC	N1 T1.2 T3 T1.3 N3.2	0.7	CD
gr	NNU	N3.5	gr	NN
Fat	NN1	O1	Fat	NNP
:	:	""	:	:
2.2	MC	N1 T1.2 T3 T1.3 N3.2	2.2	CD
gr	NNU	N3.5	gr	NN
These	DD2	Z8 Z5	These	DT
are	VBR	A3+ Z5	are	VBP
my	APPGE	Z8	my	PRP$
top	NN1	A5.1+++[i51.2.1 M6 N4 N5.1+ O2 B5 K6 N5.1-	top	JJ
FIVE	MC	A5.1+++[i51.2.2 N1 T3 T1.2	FIVE	CD
favorite	JJ	E2+++	favorite	JJ
appetizers	NN2	F1/N4 O4.2+	appetizers	NNS
,	,	""	,	,
that	CST	Z8 Z5	that	WDT
are	VBR	Z5 A3+	are	VBP
usually	RR	A6.2+	usually	RB
gone	VVN	M1 A2.1+ A1.1.1 A9- A1.8+ Q2.1 N6+ I2.2 A1.1.2 T2- S3.2 A6.3+ B2-/X1% B1%	gone	VBN
within	II	Z5	within	IN
30	MC	N1 T1.2 T3 T1.3 N3.2	30	CD
minutes	NNT2	T1.3 Q1.2	minutes	NNS
,	,	""	,	,
so	CS@	Z5	so	IN
I	PPIS1	Z8mf	I	PRP
always	RR	N6+++	always	RB
make	VV0	A7+[i52.2.1 A1.1.1 A9+ A2.2 S6+ A3+ A9- X9.2+ X6+	make	VBP
sure	JJ	A7+[i52.2.2 A7+ Z4	sure	JJ
to	TO	Z5	to	TO
make	VVI	A1.1.1 A9+ A2.2 S6+ A3+ A9- X9.2+ X6+	make	VB
two	MC	N1 T3 T1.2	two	CD
batches	NN2	N5	batches	NNS
.	.	""	.	.
-----	-----	""	-----	CD
Just	RR	A14 T3--- T1.3- N3.3---	Just	RB
to	TO	Z5	to	TO
give	VVI	A9- A1.1.1	give	VB
you	PPY	Z8mf	you	PRP
an	AT1	Z5	an	DT
idea	NN1	X4.1 X7+	idea	NN
:	:	""	:	:
you	PPY	Z8mf	you	PRP
should	VM	S6+ A7+	should	MD
have	VHI	A9+ Z5 A2.2 S4	have	VB
1	MC1	N1 T1.2 T3 T1.3 N3.2	1	CD
eggplant	NN1	L3 F1 B2-/X1 S1.2.6- X5.2+ E4.1+ A13.3 Z3c X9.1-/S2mf W3 Z1mf N3.2+ L3/H3 M7/L3 F4 L2 Q2.2 I4/H1c O2 A10-/S2mf M2	eggplant	JJ
roll	NN1	O2 F1 Q1.2 M1	roll	NN
per	II	Z5	per	IN
each	DD1	N5.1+	each	DT
person	NN1	S2mfc	person	NN
at	II	Z5	at	IN
your	APPGE	Z8	your	PRP$
party	NN1	K1/S1.1.3+c G1.2c S1.1.3+/S2mf S5+c	party	NN
,	,	""	,	,
one	MC1	N1 T3 T1.2	one	CD
Tartare	NN1	Z99	Tartare	NNP
per	II	Z5	per	IN
every	AT1	N5.1+	every	DT
4	MC	N1 T1.2 T3 T1.3 N3.2	4	CD
people	NN	S2mfc	people	NNS
and	CC	Z5	and	CC
3	MC	N1 T1.2 T3 T1.3 N3.2	3	CD
of	IO	Z5	of	IN
each	DD1	N5.1+	each	DT
Caprese	JJ	Z99	Caprese	NNP
Canape	NN1	F1/N4 O4.2+ F1 O2 T2+ K5.1/S2mf	Canape	NNP
,	,	""	,	,
Zucchini	NN	B1 L3 S2/N5+ K5.1 F2 M2 N5- T2- A1.1.2 S7.1+ F1 X9.1-/S2mf T1.3	Zucchini	NNP
rolls	NN2	O2 F1 M1 Q1.2	rolls	NNS
and	CC	Z5	and	CC
Salmon	NN	Z1	Salmon	NNP
Bites	NN2	B1 F1 X3.1 N5+ A12-	Bites	NNP
per	II	Z5	per	IN
person	NN1	S2mfc	person	NN
.	.	""	.	.
-----	-----	""	-----	CD
I	PPIS1	Z8mf	I	PRP
hope	VV0	X2.6+ E4.1+ X9.2+ A5.1+	hope	VBP
you	PPY	Z8mf	you	PRP
enjoy	VV0	E2+ A9+ E4.1+	enjoy	VB
these	DD2	Z5 Z8	these	DT
appetizers	NN2	F1/N4 O4.2+	appetizers	NNS
,	,	""	,	,
and	CC	Z5	and	CC
I	PPIS1	Z8mf	I	PRP
wish	VV0	X7+	wish	VBP
you	PPY	Z8mf	you	PRP
a	AT1	Z5	a	DT
Happy	JJ	E4.1+ E4.2+	Happy	JJ
New	JJ	T1.3/K1[i53.2.1 T3-	New	NNP
Year	NNT1	T1.3/K1[i53.2.2 T1.3 P1c	Year	NN
!	!	""	!	.
-----	-----	""	-----	CD
Love	VV0	E2+	Love	NNP
,	,	""	,	,
Vera	NP1	Z1f	Vera	NNP
"</text>
"	NULL	""	</text>	NNP
