token	pos	sem	stanford-token	stanford-pos
am	VBM	Z5 A3+	am	VBP
building	VVG@	H1 A1.1.1 A5.1+/A2.1 N3.2+/A2.1	building	VBG
myself	PPX1	Z8mf	myself	PRP
.	.	""	.	.
-----	-----	""	-----	CD
This	DD1	M6 Z5 Z8	This	DT
time	NNT1	T1 T1.2 T1.3 T1.1.2 N6 N1 K2 G2.1@	time	NN
,	,	""	,	,
I	PPIS1	Z8mf	I	PRP
used	VVD	A1.5.1 S7.1+	used	VBD
a	AT1	Z5	a	DT
heavier	JJR	N3.5+ S1.2.5+ N5+ O4.1 E4.1- W4 A12- A1.1.1 N3.2+ A1.1.2@	heavier	JJR
(	(	""	(	NN
and	CC	Z5	and	CC
more	RGR	A13.3	more	JJR
effective	JJ	X9.2+	effective	JJ
)	)	""	)	NN
package	NN1	O2 A1.8+ Y2	package	NN
from	II	Z5	from	IN
Hoth	NP1	Z1mf[i52.2.1 Z3c[i52.2.1	Hoth	NNP
Hoth	NP1	Z1mf[i52.2.2 Z3c[i52.2.2	Hoth	NNP
Platinum	NN1	O1.1	Platinum	NN
.	.	""	.	.
-----	-----	""	-----	CD
On	II31	M6[i53.3.1 N5++[i53.3.1 X2.2+[i53.3.1 Z5 Z5[i54.3.1	On	IN
top	II32	M6[i53.3.2 N5++[i53.3.2 X2.2+[i53.3.2 Z5[i54.3.2	top	NN
of	II33	M6[i53.3.3 N5++[i53.3.3 X2.2+[i53.3.3 Z5[i54.3.3	of	IN
that	DD1	Z8 Z5	that	DT
,	,	""	,	,
I	PPIS1	Z8mf	I	PRP
kept	VVD	A9+ N6+ T2++ A1.7+ A2.2 F4 S8+ H4	kept	VBD
backing	VVG	S8+ K5.1/I1 M1 M6	backing	VBG
businesses	NN2	I2.1 A1.1.1 A5.1+++	businesses	NNS
on	II	Z5	on	IN
Kickfurther	NP1	Z99	Kickfurther	NNP
.	.	""	.	.
-----	-----	""	-----	CD
If	CS	Z7	If	IN
you	PPY	Z8mf	you	PRP
do	VD0	Z5 A1.1.1 G2.2- X9.2+ E3- N5+ G2.1%	do	VBP
not	XX	Z6	not	RB
know	VVI	X2.2+ S3.2/B1%	know	VB
what	DDQ	Z8 Z5	what	WP
it	PPH1	Z8	it	PRP
is	VBZ	Z5 A3+	is	VBZ
read	VVN	Q3 Q1.2 X3.2+ X2.5+ P1 A10+	read	VBN
my	APPGE	Z8	my	PRP$
post	NN1	Q1.2 O2 I3.1 M6	post	NN
.	.	""	.	.
-----	-----	""	-----	CD
In	II	Z5	In	IN
November	NPM1	T1.3	November	NNP
,	,	""	,	,
I	PPIS1	Z8mf	I	PRP
again	RT	N6+ Z4	again	RB
used	VVD	A1.5.1 S7.1+	used	VBD
only	RR	A14	only	RB
the	AT	Z5	the	DT
money	NN1	I1	money	NN
I	PPIS1	Z8mf	I	PRP
got	VVD	M1 A9+ Z5 X9.2+ A2.1+ A2.2 M2 X2.5+ E4.1-	got	VBD
from	II	Z5	from	IN
the	AT	Z5	the	DT
payouts	NN2	I1.2	payouts	NNS
coming	VVG	M6[i55.2.1 M1 N3.1 A2.2 A3+ X2.1 A9+ S4 N4 S3.2	coming	VBG
from	II	M6[i55.2.2 Z5	from	IN
the	AT	Z5	the	DT
deals	NN2	N5 Q2.2 A1.1.1 I2.2 K5.2 F3/I2.2	deals	NNS
I	PPIS1	Z8mf	I	PRP
backed	VVD	S8+ K5.1/I1 M1 M6 K2	backed	VBD
earlier	RRR	N4 T1.1.1 T4++	earlier	RBR
.	.	""	.	.
-----	-----	""	-----	CD
I	PPIS1	Z8mf	I	PRP
did	VDD	Z5 A1.1.1 G2.2- X9.2+ E3- G2.1%	did	VBD
not	XX	Z6	not	RB
add	VVI	N5+/A2.1 N2 A1.8+	add	VB
any	DD	N5 N5.1+	any	DT
fresh	JJ	T3- O4.2+ B1 W4 S1.2.3+	fresh	JJ
funds	NN2	I1.1 N5+	funds	NNS
the	AT	Z5	the	DT
money	NN1	I1	money	NN
that	CST	Z8 Z5	that	WDT
was	VBDZ	Z5 A3+	was	VBD
made	VVN	A1.1.1 A9+ A2.2 S6+ A3+ A9- X9.2+ X6+	made	VBN
by	II	Z5	by	IN
the	AT	Z5	the	DT
initial	JJ	T2+	initial	JJ
investment	NN1	I1.1	investment	NN
are	VBR	Z5 A3+	are	VBP
now	RT	T1.1.2 Z4	now	RB
making	VVG	A1.1.1 A9+ A2.2 S6+ A3+ A9- X9.2+ X6+	making	VBG
more	DAR	N5++	more	JJR
money	NN1	I1	money	NN
:	:	""	:	:
)	)	""	)	CD
Thats	NN2	Z5 Z8 A13.3 A6.1+	Thats	NNS
called	VVN	Q2.2 S1.1.1 Q1.3 S9%	called	VBD
a	AT1	Z5	a	DT
compound	NN1	I1.1[i56.2.1 H3 H4 O1 A6.3+ G2.1/M6 Q3%	compound	NN
interest	NN1	I1.1[i56.2.2 X5.2+ I1.1 S8+ S1.1.3+	interest	NN
,	,	""	,	,
totally	RR	A13.2 N5.1+	totally	RB
passive	JJ	X5.2-	passive	JJ
and	CC	Z5	and	CC
effortless	JJ	A12+	effortless	JJ
If	CS	Z7	If	IN
you	PPY	Z8mf	you	PRP
want	VV0	X7+ S6+ A7+ S3.2 A9-	want	VBP
to	TO	Z5	to	TO
try	VVI	X8+ X2.4 Q2.2 G2.1 A12-	try	VB
Kickfurther	NP1	Z99	Kickfurther	NNP
yourself	PPX1	Z8	yourself	PRP
,	,	""	,	,
you	PPY	Z8mf	you	PRP
can	VM	A7+	can	MD
get	VVI	A9+ Z5 X9.2+ A2.1+ A2.2 M1 M2 X2.5+ E4.1-	get	VB
a	AT1	Z5	a	DT
$5	NNU	Z99	$5	CD
credit	NN1	I1.1 A5.1+ X2.1 P1	credit	NN
from	II	Z5	from	IN
my	APPGE	Z8	my	PRP$
affiliate	NN1	S5+mfn	affiliate	NN
link	NN1	A2.2 S5+ M3 Q1.3 F1 K5.1/M7%	link	NN
.	.	""	.	.
-----	-----	""	-----	CD
Income	NN1	I1.1	Income	NN
In	II	Z5	In	IN
November	NPM1	T1.3	November	NNP
,	,	""	,	,
I	PPIS1	Z8mf	I	PRP
earned	VVD	A9+/I1 S1.1.4+	earned	VBD
some	DD	N5 Z5	some	DT
nicely	RR	A5.1+ O4.2+	nicely	RB
rounded	JJ	O4.4	rounded	VBN
income	NN1	I1.1	income	NN
.	.	""	.	.
-----	-----	""	-----	CD
First	MD	N4[i57.3.1 N4	First	NNP
of	IO	N4[i57.3.2 Z5	of	IN
all	DB	N4[i57.3.3 N5.1+	all	DT
,	,	""	,	,
I	PPIS1	Z8mf	I	PRP
am	VBM	Z5 A3+	am	VBP
getting	VVG	A9+ Z5 X9.2+ A2.1+ A2.2 M1 M2 X2.5+ E4.1-	getting	VBG
a	AT1	Z5	a	DT
steady	JJ	T2++ A2.1- E3+ S1.2 O4.1	steady	JJ
income	NN1	I1.1	income	NN
from	II	Z5	from	IN
the	AT	Z5	the	DT
1st	MD	N4 T1.3	1st	JJ
website	NN1	Y2	website	NN
I	PPIS1	Z8mf	I	PRP
bought	VVD	I2.2	bought	VBD
and	CC	Z5	and	CC
the	AT	Z5	the	DT
2nd	MD	N4 T1.3	2nd	JJ
one	PN1	Z8	one	CD
is	VBZ	Z5 A3+	is	VBZ
chiming	VVG	X3.2	chiming	VBG
in	RP@	M6	in	IN
.	.	""	.	.
-----	-----	""	-----	CD
Second	MD	N4	Second	NNP
of	IO	Z5	of	IN
all	DB	N5.1+	all	DT
,	,	""	,	,
some	DD	N5 Z5	some	DT
online	JJ	Y2	online	JJ
investments	NN2	I1.1	investments	NNS
from	II	Z5	from	IN
KickFurther	NP1	Z99	KickFurther	NNP
have	VH0	Z5 A9+ A2.2 S4	have	VBP
paid	VVN	I1.2 A9- I1.1/I3.1	paid	VBN
back	RP	M6 N6+ T1.1.1 S1.1.2+	back	RB
.	.	""	.	.
-----	-----	""	-----	CD
Income	NN1	I1.1	Income	NNP
Income	NN1	I1.1	Income	NNP
Amount	NN1	N5	Amount	NNP
Notes	NN2	Q1.2 K2 Q2.1	Notes	NNP
AdSense	VV0	Z99	AdSense	NNP
#1	NNU	I1	#1	RB
$637.58	NNU	Z99	$637.58	CD
Revenue	NN1	G1.1/I1 I1.1+ Z3c	Revenue	NN
from	II	Z5	from	IN
the	AT	Z5	the	DT
1st	MD	N4 T1.3	1st	JJ
website	NN1	Y2	website	NN
I	PPIS1	Z8mf	I	PRP
bought	VVD	I2.2	bought	VBD
Amazon	NP1	Z2 M7	Amazon	NNP
$22.56	NNU	Z99	$22.56	NNP
Revenue	NN1	G1.1/I1 I1.1+ Z3c	Revenue	NN
from	II	Z5	from	IN
the	AT	Z5	the	DT
1st	MD	N4 T1.3	1st	JJ
website	NN1	Y2	website	NN
I	PPIS1	Z8mf	I	PRP
bought	VVD	I2.2	bought	VBD
AdSense	NP1	Z99	AdSense	NNP
#2	NNU	I1	#2	CD
$60.61	NNU	Z99	$60.61	CD
Revenue	NN1	G1.1/I1 I1.1+ Z3c	Revenue	NN
from	II	Z5	from	IN
the	AT	Z5	the	DT
2nd	MD	N4 T1.3	2nd	JJ
website	NN1	Y2	website	NN
I	PPIS1	Z8mf	I	PRP
bought	VVD	I2.2	bought	VBD
Kickfurther	NP1	Z99	Kickfurther	NNP
$290.81	NNU	Z99	$290.81	CD
Partially	RR	A13.6	Partially	RB
paid	VVN	I1.2 A9- I1.1/I3.1	paid	VBN
online	JJ	Y2	online	JJ
investment	NN1	I1.1	investment	NN
plus	II	Z5	plus	CC
interest	NN1	X5.2+ I1.1 S8+ S1.1.3+	interest	NN
Total	NN1	Z3c	Total	JJ
$1,011.56	NNU	Z99	$1,011.56	CD
Totals	NN2	Z3c	Totals	NNS
Here	RL	M6 T1.1.2 T1.2	Here	RB
are	VBR	A3+ Z5	are	VBP
my	APPGE	Z8	my	PRP$
totals	NN2	N5.1+	totals	NNS
for	IF	Z5	for	IN
November	NPM1	T1.3[i58.2.1 T1.3	November	NNP
2015	MC	T1.3[i58.2.2 N1 T1.2 T3 T1.3 N3.2	2015	CD
.	.	""	.	.
-----	-----	""	-----	CD
Total	JJ	A13.2 N5.1+	Total	JJ
income	NN1	I1.1	income	NN
$1,011.56	NNU	Z99	$1,011.56	CD
minus	II	Z5	minus	CC
total	JJ	A13.2 N5.1+	total	NN
expenses	NN2	I1.3	expenses	NNS
$2,981.46	NNU	Z99	$2,981.46	CD
makes	VVZ	A1.1.1 A9+ A2.2 S6+ A3+ A9- X9.2+ X6+	makes	VBZ
a	AT1	Z5	a	DT
net	JJ	N5	net	JJ
profit	NN1	I1.1 A5.1+	profit	NN
of	IO	Z5	of	IN
-$1,969.90	FO	Z99	-$1,969.90	CD
.	.	""	.	.
-----	-----	""	-----	CD
My	APPGE	Z8	My	PRP$
Monthly	JJ	N6+	Monthly	JJ
Income	NN1	I1.1	Income	NNP
Report	NN1	Q2.2 X3.2	Report	NNP
:	:	""	:	:
November	NPM1	T1.3[i59.2.1 T1.3	November	NNP
2015	MC	T1.3[i59.2.2 N1 T1.2 T3 T1.3 N3.2	2015	CD
I	PPIS1	Z8mf	I	PRP
prepared	VVD@	A1.1.1 F1	prepared	VBD
another	DD1	A6.1- N5++	another	DT
graph	NN1	Q1.2/N2	graph	NN
that	CST	Z8 Z5	that	WDT
excludes	VVZ	A1.8-	excludes	VBZ
all	DB	N5.1+	all	PDT
the	AT	Z5	the	DT
big	JJ	N3.2+ N5+ A11.1+ S1.2.5+ X5.2+	big	JJ
scary	JJ	E5-	scary	JJ
investments	NN2	I1.1	investments	NNS
made	VVN	A1.1.1 A9+ A2.2 S6+ A3+ A9- X9.2+ X6+	made	VBN
in	II	Z5	in	IN
October	NPM1	T1.3	October	NNP
and	CC	Z5	and	CC
November	NPM1	T1.3	November	NNP
.	.	""	.	.
-----	-----	""	-----	CD
Here	RL	M6 T1.1.2 T1.2	Here	RB
you	PPY	Z8mf	you	PRP
can	VM	A7+	can	MD
see	VVI	X3.4 X2.1 S1.1.1 X2.5+ X2.3+ X3 A7+ Z4 S3.2	see	VB
that	CST	Z5 Z8	that	IN
my	APPGE	Z8	my	PRP$
income	NN1	I1.1	income	NN
is	VBZ	A3+ Z5	is	VBZ
growing	JJ	N3.2+/A2.1 A2.1+ A5.1+/A2.1 F4	growing	VBG
and	CC	Z5	and	CC
in	II	Z5	in	IN
November	NPM1	T1.3	November	NNP
my	APPGE	Z8	my	PRP$
cash	NN1	I1.1[i60.2.1 I1	cash	NN
flow	NN1	I1.1[i60.2.2 M4 M1 N5	flow	NN
became	VVD	A2.1+ O4.2+	became	VBD
positive	JJ	A5.1+ A7+ N2	positive	JJ
!	!	""	!	.
-----	-----	""	-----	CD
Hurray	UH	Z99	Hurray	NNP
!	!	""	!	.
-----	-----	""	-----	CD
I	PPIS1	Z8mf	I	PRP
was	VBDZ	A3+ Z5	was	VBD
totally	RR	A13.2 N5.1+	totally	RB
right	RR	Z4 A5.3+ A4.2+ M6 A13.3 A13.2	right	RB
when	CS	Z5	when	WRB
I	PPIS1	Z8mf	I	PRP
did	VDD	A1.1.1 G2.2- X9.2+ E3- G2.1% Z5	did	VBD
a	AT1	Z5	a	DT
projection	NN1	A10+ X2.6+ O4.4 Q4.3	projection	NN
in	II	Z5	in	IN
my	APPGE	Z8	my	PRP$
previous	JJ	N4	previous	JJ
income	NN1	I1.1	income	NN
report	NN1	Q2.2 X3.2	report	NN
.	.	""	.	.
-----	-----	""	-----	CD
So	RR	Z5 A13.3	So	RB
,	,	""	,	,
my	APPGE	Z8	my	PRP$
expenses	NN2	I1.3	expenses	NNS
were	VBDR	A3+ Z5	were	VBD
$26.73	NNU	Z99	$26.73	CD
smaller	JJR	N3.2-- N3.7-- N5-- T3-- A11.1-- S5--/I2.1 X3.2- A5.1--	smaller	JJR
than	CSN	Z5	than	IN
my	APPGE	Z8	my	PRP$
income	NN1	I1.1	income	NN
,	,	""	,	,
so	CS@	Z5	so	RB
my	APPGE	Z8	my	PRP$
business	NN1	I2.1 A1.1.1 A5.1+++	business	NN
is	VBZ	Z5 A3+	is	VBZ
paying	VVG	I1.2 A9- I1.1/I3.1	paying	VBG
for	IF	Z5	for	IN
itself	PPX1	Z8	itself	PRP
.	.	""	.	.
-----	-----	""	-----	CD
And	CC	Z5	And	CC
this	DD1	Z8 M6 Z5	this	DT
is	VBZ	A3+ Z5	is	VBZ
only	RR	A14	only	RB
the	AT	Z5	the	DT
beginning	NN1	T2+	beginning	VBG
My	APPGE	Z8	My	PRP$
Monthly	JJ	N6+	Monthly	JJ
Income	NN1	I1.1	Income	NNP
Report	NN1	Q2.2 X3.2	Report	NNP
Without	IW	Z5	Without	IN
Investments	NN2	I1.1	Investments	NNPS
:	:	""	:	:
November	NPM1	T1.3[i61.2.1 T1.3	November	NNP
2015	MC	T1.3[i61.2.2 N1 T1.2 T3 T1.3 N3.2	2015	CD
The	AT	Z5	The	DT
next	MD	T1.1.3[i62.2.1 N4	next	JJ
month	NNT1	T1.1.3[i62.2.2 T1.3	month	NN
December	NPM1	T1.3[i63.2.1 T1.3	December	NNP
2015	MC	T1.3[i63.2.2 N1 T1.2 T3 T1.3 N3.2	2015	CD
I	PPIS1	Z8mf	I	PRP
again	RT	N6+ Z4	again	RB
project	VV0@	A10+ X7+ X2.6+ M2 O4.4 X3.2 Q2.2 X2.1	project	VBP
that	CST	Z5 Z8	that	IN
my	APPGE	Z8	my	PRP$
income	NN1	I1.1	income	NN
will	VM	T1.1.3	will	MD
be	VBI	A3+ Z5	be	VB
bigger	JJR	N3.2++ N5++ A11.1++ S1.2.5++ X5.2++	bigger	JJR
than	CSN	Z5	than	IN
the	AT	Z5	the	DT
expenses	NN2	I1.3	expenses	NNS
.	.	""	.	.
-----	-----	""	-----	CD
Plans	NN2	X7+ C1/H1	Plans	NNS
For	IF	Z5	For	IN
December	NPM1	T1.3[i64.2.1 T1.3	December	NNP
2015	MC	T1.3[i64.2.2 N1 T1.2 T3 T1.3 N3.2	2015	CD
In	II	Z5	In	IN
December	NPM1	T1.3	December	NNP
,	,	""	,	,
I	PPIS1	Z8mf	I	PRP
plan	VV0	X7+	plan	VBP
to	TO	Z5	to	TO
start	VVI	T2+ E5- E3-	start	VB
taking	VVG	S8+[i65.3.1 A1.1.1[i65.3.1 A9+ T1.3 C1 A1.1.1 M2 S7.1- A2.1+ X2.4 S6+ S7.4+ N3 P1 M1 X2.5+ F1@ F2@ Q1.2@ B3@	taking	VBG
care	NN1	S8+[i65.3.2 A1.1.1[i65.3.2 S8+ G1.1/S8+ B3 A1.3 E6-	care	NN
of	IO	S8+[i65.3.3 A1.1.1[i65.3.3 Z5	of	IN
the	AT	Z5	the	DT
websites	NN2	Y2	websites	NNS
I	PPIS1	Z8mf	I	PRP
bought	VVD	I2.2	bought	VBD
.	.	""	.	.
-----	-----	""	-----	CD
The	AT	Z5	The	DT
first	MD	N4	first	JJ
one	PN1	Z8	one	CD
needs	VVZ	S6+	needs	VBZ
its	APPGE	Z8	its	PRP$
Amazon	NN1@	Z2 M7	Amazon	NNP
part	NN1	N5.1- O2 M7 I3.1 S1.1.3+ K4	part	NN
to	TO	Z5	to	TO
be	VBI	Z5 A3+	be	VB
expanded	VVN	N3.2+/A2.1 Q2.2/N5++ A4.2-/A2.1	expanded	VBN
.	.	""	.	.
-----	-----	""	-----	CD
While	CS	Z5	While	IN
the	AT	Z5	the	DT
second	MD	N4	second	JJ
one	PN1	Z8	one	CD
should	VM	S6+ A7+	should	MD
get	VVI	A9+ Z5 X9.2+ A2.1+ A2.2 M1 M2 X2.5+ E4.1-	get	VB
an	AT1	Z5	an	DT
affiliate	NN1	S5+mfn	affiliate	NN
program	NN1	Y2 X7+ Q4.3 Q1.2 P1	program	NN
and	CC	Z5	and	CC
has	VHZ	A9+ Z5 A2.2 S4	has	VBZ
the	AT	Z5	the	DT
ad	NN1	I2.2/Q2.1 X2.2+ A10+	ad	NN
placement	NN1	M2 I3.1	placement	NN
adjusted	VVN	A2.1+	adjusted	VBN
.	.	""	.	.
-----	-----	""	-----	CD
I	PPIS1	Z8mf	I	PRP
will	VM	T1.1.3	will	MD
also	RR	N5++	also	RB
keep	VVI	A9+ N6+ T2++ A1.7+ A2.2 F4 S8+ H4	keep	VB
working	VVG	I3.1 A1.1.1 X9.2+ A2.1+ A2.2	working	VBG
on	II	Z5	on	IN
my	APPGE	Z8	my	PRP$
PBN	NP1	Z99	PBN	NNP
and	CC	Z5	and	CC
will	VM	T1.1.3	will	MD
maybe	RR	A7	maybe	RB
add	VVI	N5+/A2.1 N2 A1.8+	add	VB
more	RGR	A13.3	more	JJR
content	JJ	E4.2+	content	NN
to	II	Z5	to	TO
the	AT	Z5	the	DT
website	NN1	Y2	website	NN
#2	NNU	I1	#2	CD
I	PPIS1	Z8mf	I	PRP
am	VBM	Z5 A3+	am	VBP
building	VVG@	H1 A1.1.1 A5.1+/A2.1 N3.2+/A2.1	building	VBG
myslef	NN1	Z99	myslef	NN
.	.	""	.	.
"</text>
"	NULL	""	</text>	NN
